age,math,programming,creativity,communication,logic,preferred_subject,career
20,5,2,5,5,5,Arts,Cyber Security Specialist
20,1,4,1,1,1,Math,Cyber Security Specialist
25,1,5,1,1,1,Math,Cyber Security Specialist
20,1,1,1,1,1,Math,Cyber Security Specialist
23,1,0,1,1,1,Math,Cyber Security Specialist
25,1,3,1,1,1,Math,Cyber Security Specialist
23,1,2,1,1,1,Math,Cyber Security Specialist
22,0,4,0,0,0,Design,Cyber Security Specialist
18,0,5,0,0,0,Design,Cyber Security Specialist
22,0,1,0,0,0,Design,Cyber Security Specialist
22,0,0,0,0,0,Design,Cyber Security Specialist
23,0,3,0,0,0,Design,Cyber Security Specialist
25,0,2,0,0,0,Design,Cyber Security Specialist
25,3,4,3,3,3,Business,Cyber Security Specialist
20,3,5,3,3,3,Business,Cyber Security Specialist
19,3,1,3,3,3,Business,Cyber Security Specialist
18,3,0,3,3,3,Business,Cyber Security Specialist
23,3,3,3,3,3,Business,Cyber Security Specialist
20,3,2,3,3,3,Business,Cyber Security Specialist
24,2,4,2,2,2,ComputerScience,Cyber Security Specialist
19,2,5,2,2,2,ComputerScience,Cyber Security Specialist
19,2,1,2,2,2,ComputerScience,Cyber Security Specialist
23,2,0,2,2,2,ComputerScience,Cyber Security Specialist
21,2,3,2,2,2,ComputerScience,Cyber Security Specialist
18,2,2,2,2,2,ComputerScience,Cyber Security Specialist
19,4,4,4,4,4,Physics,Cyber Security Specialist
23,4,4,4,4,4,Physics,Cyber Security Specialist
23,4,4,4,4,4,Physics,Cyber Security Specialist
20,4,4,4,4,4,Physics,Cyber Security Specialist
24,4,4,4,4,4,Physics,Cyber Security Specialist
21,4,4,4,4,4,Physics,Cyber Security Specialist
18,5,5,5,5,5,Arts,Cyber Security Specialist
25,5,5,5,5,5,Arts,Cyber Security Specialist
22,5,5,5,5,5,Arts,Cyber Security Specialist
24,5,5,5,5,5,Arts,Cyber Security Specialist
24,5,5,5,5,5,Arts,Cyber Security Specialist
20,5,5,5,5,5,Arts,Cyber Security Specialist
25,1,1,1,1,1,Math,Cyber Security Specialist
19,1,1,1,1,1,Math,Cyber Security Specialist
19,1,1,1,1,1,Math,Cyber Security Specialist
20,1,1,1,1,1,Math,Cyber Security Specialist
23,1,1,1,1,1,Math,Cyber Security Specialist
19,1,1,1,1,1,Math,Cyber Security Specialist
21,0,0,0,0,0,Design,Cyber Security Specialist
18,0,0,0,0,0,Design,Cyber Security Specialist
24,0,0,0,0,0,Design,Cyber Security Specialist
24,0,0,0,0,0,Design,Cyber Security Specialist
21,0,0,0,0,0,Design,Cyber Security Specialist
25,0,0,0,0,0,Design,Cyber Security Specialist
19,3,3,3,3,3,Business,Cyber Security Specialist
24,3,3,3,3,3,Business,Cyber Security Specialist
22,3,3,3,3,3,Business,Cyber Security Specialist
25,3,3,3,3,3,Business,Cyber Security Specialist
18,3,3,3,3,3,Business,Cyber Security Specialist
18,3,3,3,3,3,Business,Cyber Security Specialist
24,2,2,2,2,2,ComputerScience,Cyber Security Specialist
20,2,2,2,2,2,ComputerScience,Cyber Security Specialist
25,2,2,2,2,2,ComputerScience,Cyber Security Specialist
24,2,2,2,2,2,ComputerScience,Cyber Security Specialist
20,2,2,2,2,2,ComputerScience,Cyber Security Specialist
24,2,2,2,2,2,ComputerScience,Cyber Security Specialist
22,4,4,4,4,4,Physics,Cyber Security Specialist
25,4,4,4,4,4,Physics,Cyber Security Specialist
23,4,4,4,4,4,Physics,Cyber Security Specialist
18,4,4,4,4,4,Physics,Cyber Security Specialist
24,4,4,4,4,4,Physics,Cyber Security Specialist
22,4,4,4,4,4,Physics,Cyber Security Specialist
20,5,5,5,5,5,Arts,Cyber Security Specialist
20,5,5,5,5,5,Arts,Cyber Security Specialist
18,5,5,5,5,5,Arts,Cyber Security Specialist
21,5,5,5,5,5,Arts,Cyber Security Specialist
24,5,5,5,5,5,Arts,Cyber Security Specialist
25,5,5,5,5,5,Arts,Cyber Security Specialist
19,1,1,1,1,1,Math,Cyber Security Specialist
20,1,1,1,1,1,Math,Cyber Security Specialist
25,1,1,1,1,1,Math,Cyber Security Specialist
25,1,1,1,1,1,Math,Cyber Security Specialist
23,1,1,1,1,1,Math,Cyber Security Specialist
25,1,1,1,1,1,Math,Cyber Security Specialist
25,0,0,0,0,0,Design,Cyber Security Specialist
23,0,0,0,0,0,Design,Cyber Security Specialist
20,0,0,0,0,0,Design,Cyber Security Specialist
25,0,0,0,0,0,Design,Cyber Security Specialist
21,0,0,0,0,0,Design,Cyber Security Specialist
21,0,0,0,0,0,Design,Cyber Security Specialist
22,3,3,3,3,3,Business,Cyber Security Specialist
23,3,3,3,3,3,Business,Cyber Security Specialist
22,3,3,3,3,3,Business,Cyber Security Specialist
23,3,3,3,3,3,Business,Cyber Security Specialist
24,3,3,3,3,3,Business,Cyber Security Specialist
24,3,3,3,3,3,Business,Cyber Security Specialist
25,2,2,2,2,2,ComputerScience,Cyber Security Specialist
19,2,2,2,2,2,ComputerScience,Cyber Security Specialist
24,2,2,2,2,2,ComputerScience,Cyber Security Specialist
19,2,2,2,2,2,ComputerScience,Cyber Security Specialist
24,2,2,2,2,2,ComputerScience,Cyber Security Specialist
18,2,2,2,2,2,ComputerScience,Cyber Security Specialist
24,4,4,4,4,4,Physics,Cyber Security Specialist
22,4,4,4,4,4,Physics,Cyber Security Specialist
20,4,4,4,4,4,Physics,Cyber Security Specialist
25,4,4,4,4,4,Physics,Cyber Security Specialist
22,4,4,4,4,4,Physics,Cyber Security Specialist
20,4,4,4,4,4,Physics,Cyber Security Specialist
21,5,5,5,5,5,Arts,Cyber Security Specialist
22,5,5,5,5,5,Arts,Cyber Security Specialist
21,5,5,5,5,5,Arts,Cyber Security Specialist
19,5,5,5,5,5,Arts,Cyber Security Specialist
19,5,5,5,5,5,Arts,Cyber Security Specialist
18,5,5,5,5,5,Arts,Cyber Security Specialist
24,1,1,1,1,1,Math,Cyber Security Specialist
22,1,1,1,1,1,Math,Cyber Security Specialist
21,1,1,1,1,1,Math,Cyber Security Specialist
20,1,1,1,1,1,Math,Cyber Security Specialist
19,1,1,1,1,1,Math,Cyber Security Specialist
24,1,1,1,1,1,Math,Cyber Security Specialist
19,0,0,0,0,0,Design,Cyber Security Specialist
20,0,0,0,0,0,Design,Cyber Security Specialist
24,0,0,0,0,0,Design,Cyber Security Specialist
24,0,0,0,0,0,Design,Cyber Security Specialist
21,0,0,0,0,0,Design,Cyber Security Specialist
21,0,0,0,0,0,Design,Cyber Security Specialist
22,3,3,3,3,3,Business,Cyber Security Specialist
22,3,3,3,3,3,Business,Cyber Security Specialist
23,3,3,3,3,3,Business,Cyber Security Specialist
25,3,3,3,3,3,Business,Cyber Security Specialist
23,3,3,3,3,3,Business,Cyber Security Specialist
18,3,3,3,3,3,Business,Cyber Security Specialist
19,2,2,2,2,2,ComputerScience,Cyber Security Specialist
22,2,2,2,2,2,ComputerScience,Cyber Security Specialist
21,2,2,2,2,2,ComputerScience,Cyber Security Specialist
20,2,2,2,2,2,ComputerScience,Cyber Security Specialist
21,2,2,2,2,2,ComputerScience,Cyber Security Specialist
19,2,2,2,2,2,ComputerScience,Cyber Security Specialist
23,4,4,4,4,4,Physics,Cyber Security Specialist
21,4,4,4,4,4,Physics,Cyber Security Specialist
25,4,4,4,4,4,Physics,Cyber Security Specialist
18,4,4,4,4,4,Physics,Cyber Security Specialist
19,4,4,4,4,4,Physics,Cyber Security Specialist
23,4,4,4,4,4,Physics,Cyber Security Specialist
25,5,5,5,5,5,Arts,Cyber Security Specialist
20,5,5,5,5,5,Arts,Cyber Security Specialist
23,5,5,5,5,5,Arts,Cyber Security Specialist
24,5,5,5,5,5,Arts,Cyber Security Specialist
25,5,5,5,5,5,Arts,Cyber Security Specialist
25,5,5,5,5,5,Arts,Cyber Security Specialist
18,1,1,1,1,1,Math,Cyber Security Specialist
19,1,1,1,1,1,Math,Cyber Security Specialist
20,1,1,1,1,1,Math,Cyber Security Specialist
18,1,1,1,1,1,Math,Cyber Security Specialist
23,1,1,1,1,1,Math,Cyber Security Specialist
18,1,1,1,1,1,Math,Cyber Security Specialist
25,0,0,0,0,0,Design,Cyber Security Specialist
19,0,0,0,0,0,Design,Cyber Security Specialist
22,0,0,0,0,0,Design,Cyber Security Specialist
18,0,0,0,0,0,Design,Cyber Security Specialist
24,0,0,0,0,0,Design,Cyber Security Specialist
18,0,0,0,0,0,Design,Cyber Security Specialist
23,3,3,3,3,3,Business,Cyber Security Specialist
23,3,3,3,3,3,Business,Cyber Security Specialist
20,3,3,3,3,3,Business,Cyber Security Specialist
23,3,3,3,3,3,Business,Cyber Security Specialist
21,3,3,3,3,3,Business,Cyber Security Specialist
19,3,3,3,3,3,Business,Cyber Security Specialist
19,2,2,2,2,2,ComputerScience,Cyber Security Specialist
22,2,2,2,2,2,ComputerScience,Cyber Security Specialist
22,2,2,2,2,2,ComputerScience,Cyber Security Specialist
19,2,2,2,2,2,ComputerScience,Cyber Security Specialist
24,2,2,2,2,2,ComputerScience,Cyber Security Specialist
22,2,2,2,2,2,ComputerScience,Cyber Security Specialist
20,4,4,4,4,4,Physics,Cyber Security Specialist
23,4,4,4,4,4,Physics,Cyber Security Specialist
19,4,4,4,4,4,Physics,Cyber Security Specialist
25,4,4,4,4,4,Physics,Cyber Security Specialist
22,4,4,4,4,4,Physics,Cyber Security Specialist
19,4,4,4,4,4,Physics,Cyber Security Specialist
21,5,5,5,5,5,Arts,Cyber Security Specialist
18,5,5,5,5,5,Arts,Cyber Security Specialist
23,5,5,5,5,5,Arts,Cyber Security Specialist
19,5,5,5,5,5,Arts,Cyber Security Specialist
18,5,5,5,5,5,Arts,Cyber Security Specialist
22,5,5,5,5,5,Arts,Cyber Security Specialist
18,1,1,1,1,1,Math,Cyber Security Specialist
23,1,1,1,1,1,Math,Cyber Security Specialist
19,1,1,1,1,1,Math,Cyber Security Specialist
21,1,1,1,1,1,Math,Cyber Security Specialist
24,1,1,1,1,1,Math,Cyber Security Specialist
22,1,1,1,1,1,Math,Cyber Security Specialist
19,0,0,0,0,0,Design,Cyber Security Specialist
23,0,0,0,0,0,Design,Cyber Security Specialist
22,0,0,0,0,0,Design,Cyber Security Specialist
20,0,0,0,0,0,Design,Cyber Security Specialist
18,0,0,0,0,0,Design,Cyber Security Specialist
24,0,0,0,0,0,Design,Cyber Security Specialist
23,3,3,3,3,3,Business,Cyber Security Specialist
20,3,3,3,3,3,Business,Cyber Security Specialist
25,3,3,3,3,3,Business,Cyber Security Specialist
19,3,3,3,3,3,Business,Cyber Security Specialist
21,3,3,3,3,3,Business,Cyber Security Specialist
22,3,3,3,3,3,Business,Cyber Security Specialist
18,2,2,2,2,2,ComputerScience,Cyber Security Specialist
22,2,2,2,2,2,ComputerScience,Cyber Security Specialist
24,2,2,2,2,2,ComputerScience,Cyber Security Specialist
19,2,2,2,2,2,ComputerScience,Cyber Security Specialist
22,2,2,2,2,2,ComputerScience,Cyber Security Specialist
18,2,2,2,2,2,ComputerScience,Cyber Security Specialist
19,4,4,4,4,4,Physics,Cyber Security Specialist
22,4,4,4,4,4,Physics,Cyber Security Specialist
21,4,4,4,4,4,Physics,Cyber Security Specialist
23,4,4,4,4,4,Physics,Cyber Security Specialist
19,4,4,4,4,4,Physics,Cyber Security Specialist
23,4,4,4,4,4,Physics,Cyber Security Specialist
25,5,5,5,5,5,Arts,Cyber Security Specialist
19,5,5,5,5,5,Arts,Cyber Security Specialist
21,5,5,5,5,5,Arts,Cyber Security Specialist
23,5,5,5,5,5,Arts,Cyber Security Specialist
20,5,5,5,5,5,Arts,Cyber Security Specialist
18,5,5,5,5,5,Arts,Cyber Security Specialist
20,1,1,1,1,1,Math,Cyber Security Specialist
22,1,1,1,1,1,Math,Cyber Security Specialist
21,1,1,1,1,1,Math,Cyber Security Specialist
20,1,1,1,1,1,Math,Cyber Security Specialist
19,1,1,1,1,1,Math,Cyber Security Specialist
22,1,1,1,1,1,Math,Cyber Security Specialist
22,0,0,0,0,0,Design,Cyber Security Specialist
20,0,0,0,0,0,Design,Cyber Security Specialist
25,0,0,0,0,0,Design,Cyber Security Specialist
20,0,0,0,0,0,Design,Cyber Security Specialist
25,0,0,0,0,0,Design,Cyber Security Specialist
21,0,0,0,0,0,Design,Cyber Security Specialist
18,3,3,3,3,3,Business,Cyber Security Specialist
20,3,3,3,3,3,Business,Cyber Security Specialist
24,3,3,3,3,3,Business,Cyber Security Specialist
25,3,3,3,3,3,Business,Cyber Security Specialist
20,3,3,3,3,3,Business,Cyber Security Specialist
23,3,3,3,3,3,Business,Cyber Security Specialist
19,2,2,2,2,2,ComputerScience,Cyber Security Specialist
24,2,2,2,2,2,ComputerScience,Cyber Security Specialist
24,2,2,2,2,2,ComputerScience,Cyber Security Specialist
25,2,2,2,2,2,ComputerScience,Cyber Security Specialist
23,2,2,2,2,2,ComputerScience,Cyber Security Specialist
23,2,2,2,2,2,ComputerScience,Cyber Security Specialist
22,4,4,4,4,4,Physics,Cyber Security Specialist
25,4,4,4,5,4,Physics,Cyber Security Specialist
18,4,4,4,1,4,Physics,Cyber Security Specialist
19,4,4,4,0,4,Physics,Cyber Security Specialist
21,4,4,4,3,4,Physics,Cyber Security Specialist
24,4,4,4,2,4,Physics,Cyber Security Specialist
21,5,5,5,4,5,Arts,Cyber Security Specialist
20,5,5,5,5,5,Arts,Cyber Security Specialist
20,5,5,5,1,5,Arts,Cyber Security Specialist
21,5,5,5,0,5,Arts,Cyber Security Specialist
20,5,5,5,3,5,Arts,Cyber Security Specialist
18,5,5,5,2,5,Arts,Cyber Security Specialist
23,1,1,1,4,1,Math,Cyber Security Specialist
20,1,1,1,5,1,Math,Cyber Security Specialist
22,1,1,1,1,1,Math,Cyber Security Specialist
20,1,1,1,0,1,Math,Cyber Security Specialist
19,1,1,1,3,1,Math,Cyber Security Specialist
18,1,1,1,2,1,Math,Cyber Security Specialist
19,0,0,0,4,0,Design,Cyber Security Specialist
19,0,0,0,5,0,Design,Cyber Security Specialist
22,0,0,0,1,0,Design,Cyber Security Specialist
18,0,0,0,0,0,Design,Cyber Security Specialist
18,0,0,0,3,0,Design,Cyber Security Specialist
25,0,0,0,2,0,Design,Cyber Security Specialist
18,3,3,3,4,3,Business,Cyber Security Specialist
18,3,3,3,5,3,Business,Cyber Security Specialist
18,3,3,3,1,3,Business,Cyber Security Specialist
22,3,3,3,0,3,Business,Cyber Security Specialist
20,3,3,3,3,3,Business,Cyber Security Specialist
25,3,3,3,2,3,Business,Cyber Security Specialist
19,2,2,2,4,2,ComputerScience,Cyber Security Specialist
18,2,2,2,5,2,ComputerScience,Cyber Security Specialist
24,2,2,2,1,2,ComputerScience,Cyber Security Specialist
20,2,2,2,0,2,ComputerScience,Cyber Security Specialist
20,2,2,2,3,2,ComputerScience,Cyber Security Specialist
19,2,2,2,2,2,ComputerScience,Cyber Security Specialist
22,4,4,4,4,4,Physics,Cyber Security Specialist
21,5,4,4,4,4,Physics,Cyber Security Specialist
21,1,4,4,4,4,Physics,Cyber Security Specialist
20,0,4,4,4,4,Physics,Cyber Security Specialist
23,3,4,4,4,4,Physics,Cyber Security Specialist
23,2,4,4,4,4,Physics,Cyber Security Specialist
19,4,5,5,5,5,Arts,Cyber Security Specialist
21,5,5,5,5,5,Arts,Cyber Security Specialist
20,1,5,5,5,5,Arts,Cyber Security Specialist
22,0,5,5,5,5,Arts,Cyber Security Specialist
21,3,5,5,5,5,Arts,Cyber Security Specialist
20,2,5,5,5,5,Arts,Cyber Security Specialist
20,4,1,1,1,1,Math,Cyber Security Specialist
18,5,1,1,1,1,Math,Cyber Security Specialist
22,1,1,1,1,1,Math,Cyber Security Specialist
18,0,1,1,1,1,Math,Cyber Security Specialist
19,3,1,1,1,1,Math,Cyber Security Specialist
18,2,1,1,1,1,Math,Cyber Security Specialist
24,4,0,0,0,0,Design,Cyber Security Specialist
18,5,0,0,0,0,Design,Cyber Security Specialist
24,1,0,0,0,0,Design,Cyber Security Specialist
21,0,0,0,0,0,Design,Cyber Security Specialist
23,3,0,0,0,0,Design,Cyber Security Specialist
25,2,0,0,0,0,Design,Cyber Security Specialist
25,4,3,3,3,3,Business,Cyber Security Specialist
20,5,3,3,3,3,Business,Cyber Security Specialist
25,1,3,3,3,3,Business,Cyber Security Specialist
24,0,3,3,3,3,Business,Cyber Security Specialist
22,3,3,3,3,3,Business,Cyber Security Specialist
18,2,3,3,3,3,Business,Cyber Security Specialist
24,4,2,2,2,2,ComputerScience,Cyber Security Specialist
22,5,2,2,2,2,ComputerScience,Cyber Security Specialist
23,1,2,2,2,2,ComputerScience,Cyber Security Specialist
25,0,2,2,2,2,ComputerScience,Cyber Security Specialist
23,3,2,2,2,2,ComputerScience,Cyber Security Specialist
25,2,2,2,2,2,ComputerScience,Cyber Security Specialist
18,4,4,4,4,4,Physics,Cyber Security Specialist
19,4,4,5,4,5,Physics,Cyber Security Specialist
18,4,4,1,4,1,Physics,Cyber Security Specialist
21,4,4,0,4,0,Physics,Cyber Security Specialist
24,4,4,3,4,3,Physics,Cyber Security Specialist
20,4,4,2,4,2,Physics,Cyber Security Specialist
19,5,5,4,5,4,Arts,Cyber Security Specialist
18,5,5,5,5,5,Arts,Cyber Security Specialist
22,5,5,1,5,1,Arts,Cyber Security Specialist
19,5,5,0,5,0,Arts,Cyber Security Specialist
24,5,5,3,5,3,Arts,Cyber Security Specialist
25,5,5,2,5,2,Arts,Cyber Security Specialist
19,1,1,4,1,4,Math,Cyber Security Specialist
25,1,1,5,1,5,Math,Cyber Security Specialist
24,1,1,1,1,1,Math,Cyber Security Specialist
18,1,1,0,1,0,Math,Cyber Security Specialist
24,1,1,3,1,3,Math,Cyber Security Specialist
19,1,1,2,1,2,Math,Cyber Security Specialist
22,0,0,4,0,4,Design,Cyber Security Specialist
23,0,0,5,0,5,Design,Cyber Security Specialist
19,0,0,1,0,1,Design,Cyber Security Specialist
24,0,0,0,0,0,Design,Cyber Security Specialist
23,0,0,3,0,3,Design,Cyber Security Specialist
24,0,0,2,0,2,Design,Cyber Security Specialist
22,3,3,4,3,4,Business,Cyber Security Specialist
24,3,3,5,3,5,Business,Cyber Security Specialist
18,3,3,1,3,1,Business,Cyber Security Specialist
20,3,3,0,3,0,Business,Cyber Security Specialist
25,3,3,3,3,3,Business,Cyber Security Specialist
25,3,3,2,3,2,Business,Cyber Security Specialist
19,2,2,4,2,4,ComputerScience,Cyber Security Specialist
20,2,2,5,2,5,ComputerScience,Cyber Security Specialist
24,2,2,1,2,1,ComputerScience,Cyber Security Specialist
22,2,2,0,2,0,ComputerScience,Cyber Security Specialist
19,2,2,3,2,3,ComputerScience,Cyber Security Specialist
24,2,2,2,2,2,ComputerScience,Cyber Security Specialist
23,4,4,4,4,4,Physics,Cyber Security Specialist
21,4,4,4,4,4,Physics,Cyber Security Specialist
24,4,4,4,4,4,Physics,Cyber Security Specialist
20,4,4,4,4,4,Physics,Cyber Security Specialist
19,4,4,4,4,4,Physics,Cyber Security Specialist
20,4,4,4,4,4,Physics,Cyber Security Specialist
19,5,5,5,5,5,Arts,Cyber Security Specialist
24,5,5,5,5,5,Arts,Cyber Security Specialist
18,5,5,5,5,5,Arts,Cyber Security Specialist
23,5,5,5,5,5,Arts,Cyber Security Specialist
24,5,5,5,5,5,Arts,Cyber Security Specialist
25,5,5,5,5,5,Arts,Cyber Security Specialist
20,1,1,1,1,1,Math,Cyber Security Specialist
21,1,1,1,1,1,Math,Cyber Security Specialist
21,1,1,1,1,1,Math,Cyber Security Specialist
22,1,1,1,1,1,Math,Cyber Security Specialist
19,1,1,1,1,1,Math,Cyber Security Specialist
20,1,1,1,1,1,Math,Cyber Security Specialist
22,0,0,0,0,0,Design,Cyber Security Specialist
20,0,0,0,0,0,Design,Cyber Security Specialist
25,0,0,0,0,0,Design,Cyber Security Specialist
